Global_Sales,Critic_Score,User_Score,Rating
low,low,high,T
low,medium,high,E
low,medium,high,E
low,medium,medium,E
low,low,low,E
low,low,low,E10+
low,medium,low,E10+
low,medium,high,E
low,medium,low,E
low,low,low,E10+
low,high,medium,E
low,medium,high,T
low,low,low,T
low,low,low,T
low,medium,low,T
low,medium,high,E
low,low,high,E
low,low,low,M
low,high,high,T
low,high,medium,T
low,low,high,E
low,medium,medium,M
low,medium,high,T
low,medium,high,M
low,high,high,T
low,medium,high,M
low,low,low,T
low,low,low,E
low,low,low,E10+
low,low,low,M
low,medium,medium,T
low,low,low,T
low,low,high,T
low,low,low,E10+
low,medium,medium,M
low,medium,medium,E10+
low,high,high,E
low,low,medium,T
low,low,medium,T
low,low,low,E
low,medium,high,T
low,low,low,E10+
low,low,low,E10+
low,low,low,E
low,high,high,E
low,medium,high,M
low,low,medium,T
low,high,medium,T
low,medium,medium,T
low,low,low,T
low,low,medium,E10+
low,medium,high,E
low,low,low,E10+
low,high,medium,E
low,low,low,T
low,medium,high,T
low,medium,low,E
low,low,low,E
low,medium,medium,T
low,high,high,E
low,low,low,E
low,low,low,E
low,low,low,T
low,low,high,T
low,high,medium,T
low,low,low,E10+
low,low,medium,E
low,low,low,E
low,medium,high,E
low,medium,medium,E
low,medium,high,T
low,medium,high,T
low,low,low,M
low,low,low,T
low,low,high,T
low,low,low,T
low,low,medium,E10+
low,medium,low,T
low,medium,high,E
low,low,low,M
low,low,low,E10+
low,medium,high,T
low,low,low,E
low,medium,medium,E10+
low,high,high,T
low,low,medium,M
low,low,low,E
low,high,high,T
low,medium,low,E
low,medium,high,E
low,low,medium,E
low,low,medium,M
low,medium,low,E
low,low,low,T
low,high,medium,T
low,low,low,T
low,low,low,E
low,low,low,E10+
low,low,high,T
low,low,low,M
low,medium,medium,E
low,medium,high,T
low,low,low,T
low,high,high,E
low,medium,low,E
low,low,low,E10+
low,high,low,T
low,low,low,E10+
low,high,medium,E
low,high,low,E
low,medium,medium,E
low,low,low,M
low,low,high,M
low,low,low,M
low,low,low,M
low,high,high,T
low,low,high,T
low,medium,medium,T
low,low,medium,T
low,low,medium,M
low,low,low,E10+
low,high,high,T
low,low,medium,E
low,low,medium,E10+
low,medium,medium,T
low,low,low,T
low,low,low,T
low,medium,medium,E
low,low,low,E10+
low,medium,medium,T
low,low,medium,M
low,medium,high,T
low,medium,medium,E
low,medium,medium,M
low,medium,low,T
low,low,low,M
low,high,low,E
low,medium,low,E
low,medium,high,E
low,low,low,T
low,high,high,E
low,low,low,E
low,medium,medium,E
low,high,high,T
low,low,medium,E10+
low,low,medium,E
low,high,high,T
low,high,high,T
low,medium,medium,T
low,medium,low,E10+
low,medium,low,E
low,medium,high,E
low,low,low,E
low,medium,high,T
low,low,low,M
low,medium,medium,T
low,medium,medium,T
low,medium,high,T
low,low,low,M
low,low,low,E
low,medium,low,E
low,low,low,M
low,high,high,E
low,low,high,E
low,low,low,E
low,medium,medium,M
low,low,high,T
low,high,high,T
low,low,medium,T
low,low,low,E10+
low,low,high,T
low,low,high,M
low,medium,low,E10+
low,low,low,E10+
low,low,medium,M
low,low,low,E10+
low,low,low,T
low,medium,medium,E10+
low,medium,medium,E10+
low,medium,low,E10+
low,medium,medium,T
low,low,low,E10+
low,low,low,T
low,medium,medium,E
low,high,high,E
low,low,low,E
low,low,low,E
low,low,high,E10+
low,medium,medium,M
low,medium,high,T
low,high,high,T
low,low,low,E
low,low,medium,E10+
low,high,high,T
low,low,low,M
low,high,medium,E10+
low,medium,medium,E10+
low,low,low,T
low,medium,medium,E
low,medium,medium,M
low,low,high,T
low,low,low,M
low,high,medium,M
low,low,low,E
low,medium,low,E10+
low,low,low,T
low,high,high,E
low,medium,high,E10+
low,low,high,T
low,low,high,M
low,medium,medium,E10+
low,medium,low,T
low,low,high,E
low,medium,low,T
low,medium,low,T
low,low,low,T
low,medium,low,T
low,low,low,M
low,low,low,M
low,low,high,E
low,low,medium,M
low,low,low,T
low,low,low,E
low,medium,low,E
low,low,low,E10+
low,low,medium,E10+
low,medium,medium,E10+
low,low,low,E10+
low,medium,medium,T
low,medium,high,E10+
low,high,high,E
low,high,high,E
low,low,low,T
low,medium,medium,T
low,high,high,T
low,medium,low,T
low,high,high,T
low,medium,low,T
low,low,low,E10+
low,high,medium,E
low,low,low,T
low,low,low,M
low,high,low,E10+
low,low,low,T
low,medium,low,E
low,low,medium,E10+
low,low,low,M
low,low,high,E
low,low,high,E10+
low,high,low,T
low,low,low,M
low,medium,medium,E10+
low,medium,medium,E
low,medium,low,T
low,low,low,E10+
low,high,high,M
low,low,medium,E
low,medium,high,E
low,low,low,E
low,low,low,T
low,low,medium,T
low,low,low,T
low,medium,medium,T
low,low,low,T
low,low,low,E10+
low,low,low,T
low,high,high,E
low,medium,high,E
low,high,high,T
low,low,medium,T
low,high,medium,E
low,low,low,T
low,high,high,T
low,low,high,E10+
low,low,medium,T
low,low,low,T
low,low,low,E
low,low,medium,T
low,high,high,M
low,low,low,E10+
low,low,high,T
low,medium,low,E
low,low,medium,E10+
low,low,high,M
low,low,low,E
low,medium,high,T
low,medium,high,E10+
low,medium,high,M
low,medium,high,M
low,high,high,T
low,medium,high,T
low,medium,medium,T
low,medium,high,E
low,low,high,T
low,low,low,M
low,high,high,E
low,medium,high,E10+
low,high,medium,E
low,medium,medium,T
low,medium,medium,T
low,low,low,E10+
low,low,low,M
low,low,low,M
low,medium,medium,M
low,medium,high,T
low,low,high,T
low,low,low,T
low,high,high,M
low,medium,low,T
low,low,low,T
low,high,high,E
low,low,low,T
low,medium,medium,T
low,low,medium,T
low,high,high,E
low,medium,high,E
low,low,low,E10+
low,low,medium,T
low,low,low,T
low,medium,medium,E
low,low,low,M
low,medium,medium,E10+
low,low,low,E10+
low,high,low,E
low,low,medium,T
low,medium,low,T
low,medium,high,T
low,low,low,T
low,low,low,M
low,high,high,E
low,low,low,E10+
low,medium,high,T
low,high,high,E
low,high,high,M
low,medium,low,E
low,medium,high,T
low,medium,medium,T
low,high,high,T
low,low,low,E
low,low,medium,E
low,low,low,T
low,medium,low,E
low,medium,high,M
low,medium,high,E10+
low,low,low,T
low,medium,medium,T
low,medium,medium,T
low,low,medium,T
low,low,low,E10+
low,medium,low,T
low,high,high,E
low,high,high,T
low,medium,high,M
low,high,high,E
low,high,high,E
low,low,high,T
low,low,low,T
low,low,low,T
low,medium,low,T
low,high,low,E10+
low,low,medium,E
low,medium,medium,E10+
low,high,medium,E
low,high,high,E
low,low,low,E
low,low,high,T
low,medium,medium,T
low,low,low,M
low,medium,medium,M
low,low,low,E
low,medium,low,T
low,medium,high,M
low,low,medium,E
low,medium,medium,E10+
low,medium,high,E
low,low,low,E
low,low,medium,T
low,high,high,E
low,low,low,T
low,low,low,E
low,low,low,T
low,medium,medium,E10+
low,medium,low,E
low,high,medium,T
low,medium,high,T
low,medium,high,T
low,low,low,E10+
low,medium,medium,E10+
low,low,low,T
low,low,high,T
low,high,medium,E10+
low,low,low,T
low,low,low,E10+
low,low,low,T
low,medium,medium,E
low,high,high,E
low,high,medium,E
low,low,medium,T
low,low,medium,T
low,low,low,T
low,low,medium,E
low,low,low,E10+
low,high,high,T
low,medium,high,E
low,medium,low,E
low,high,high,T
low,medium,low,T
low,medium,medium,T
low,high,medium,E10+
low,low,medium,T
low,high,medium,E
low,medium,high,E
low,low,medium,E10+
low,high,medium,M
low,low,medium,T
low,medium,medium,T
low,medium,high,E
low,medium,medium,E
low,low,low,M
low,high,low,E
low,low,low,M
low,low,low,M
low,high,high,M
low,low,medium,T
low,medium,low,E10+
low,low,low,M
low,low,high,E10+
low,low,low,E
low,high,medium,T
low,low,low,M
low,medium,high,T
low,medium,high,T
low,low,low,T
low,low,medium,E
low,low,medium,T
low,medium,low,E
low,low,low,E10+
low,high,high,T
low,low,low,T
low,medium,high,T
low,low,low,M
low,low,medium,M
low,low,low,E10+
low,low,low,E
low,high,high,E
low,high,medium,T
low,high,high,T
low,medium,medium,E10+
low,low,low,M
low,low,low,T
low,low,low,T
low,low,low,E10+
low,high,high,E10+
low,medium,medium,T
low,medium,medium,M
low,low,medium,T
low,low,low,M
low,low,low,M
low,low,low,E
low,low,low,E10+
low,low,low,E
low,medium,medium,E
low,medium,low,T
low,low,low,E
low,low,medium,E10+
low,medium,medium,E
low,medium,medium,M
low,medium,medium,E10+
low,low,high,T
low,medium,medium,E
low,low,low,T
low,low,low,T
low,low,medium,E
low,low,medium,T
low,low,high,T
low,high,high,E
low,high,high,E10+
low,medium,high,E
low,low,low,T
low,low,low,E10+
low,medium,medium,E
low,low,low,M
low,low,low,M
low,medium,low,E
low,high,high,M
low,medium,high,T
low,low,high,M
low,medium,low,E
low,medium,high,E
low,high,low,M
low,low,low,T
low,low,low,E
low,medium,high,T
low,medium,low,E10+
low,high,low,T
low,low,medium,T
low,medium,high,E
low,medium,low,E10+
low,low,high,T
low,medium,medium,T
low,medium,medium,E
low,low,low,T
low,low,low,T
low,low,low,T
low,medium,medium,E
low,low,low,E
low,high,high,E
low,low,high,E10+
low,low,low,T
low,low,medium,M
low,low,low,M
low,low,low,E
low,medium,high,T
low,low,low,T
low,low,low,T
low,medium,high,M
low,low,low,M
low,medium,high,T
low,medium,high,T
low,low,medium,T
low,low,medium,E
low,low,low,T
low,medium,high,T
low,low,low,E10+
low,medium,low,T
low,low,low,E
low,low,low,M
low,medium,high,E10+
low,medium,medium,E10+
low,low,high,M
low,low,low,T
low,medium,low,T
low,medium,medium,M
low,medium,high,E
low,low,low,E
low,low,high,T
low,low,low,M
low,low,low,E
low,low,medium,M
low,low,medium,T
low,medium,low,E10+
low,medium,high,M
low,high,high,T
low,high,high,E10+
low,low,low,E
low,low,low,M
low,low,medium,T
low,medium,high,E
low,medium,high,T
low,low,medium,T
low,low,low,E
low,medium,medium,M
low,low,low,E
low,low,low,M
low,low,low,M
low,medium,high,T
low,medium,low,T
low,medium,high,T
low,low,low,E
low,low,low,M
low,low,medium,T
low,low,low,E10+
low,low,low,T
low,medium,high,T
low,low,low,E
low,high,medium,E
low,low,low,T
low,low,high,M
low,low,low,M
low,low,low,T
low,medium,high,E10+
low,medium,medium,T
low,low,low,E10+
low,medium,medium,E
low,medium,high,T
low,low,low,E10+
low,high,high,T
low,low,high,T
low,low,medium,T
low,medium,medium,E10+
low,medium,low,T
low,low,medium,T
low,low,medium,M
low,low,high,T
low,low,low,E
low,low,low,M
low,high,low,T
low,low,low,E10+
low,high,medium,E
low,medium,high,M
low,low,high,E10+
low,medium,medium,M
low,low,low,E
low,medium,high,T
low,medium,high,E
low,low,low,T
low,medium,low,M
low,low,low,T
low,low,low,E
low,low,low,T
low,low,high,E
low,low,high,E10+
low,medium,high,T
low,low,low,T
low,low,high,T
low,high,medium,T
low,medium,medium,T
low,low,high,E10+
low,low,low,T
low,high,high,E10+
low,low,low,M
low,low,medium,T
low,high,high,E10+
low,medium,high,T
low,medium,high,M
low,low,low,E
low,high,high,E
low,medium,medium,T
low,low,low,M
low,low,low,E10+
low,low,low,T
low,low,medium,M
low,medium,medium,E10+
low,low,low,M
low,low,medium,T
low,low,low,E10+
low,low,low,M
low,low,low,E
low,low,medium,M
low,medium,medium,T
low,high,medium,T
low,low,medium,E10+
low,medium,high,T
low,medium,medium,E
low,low,medium,T
low,low,low,M
low,medium,high,E
low,low,medium,M
low,medium,high,E
low,low,medium,T
low,high,low,E
low,high,medium,T
low,high,high,E
low,low,low,T
low,low,low,T
low,medium,low,T
low,medium,medium,E
low,low,low,M
low,medium,low,E
low,medium,low,E10+
low,low,medium,T
low,low,low,T
low,medium,medium,E
low,medium,low,T
low,medium,high,T
low,medium,high,E
low,low,medium,T
low,low,low,E10+
low,low,medium,E
low,high,high,M
low,medium,medium,T
low,medium,medium,E10+
low,low,high,E
low,medium,medium,E
low,high,medium,T
low,low,low,E
low,low,low,M
low,low,high,E
low,low,medium,M
low,medium,medium,M
low,low,low,M
low,medium,medium,E
low,high,high,M
low,low,medium,T
low,medium,medium,T
low,medium,high,T
low,low,medium,E
low,high,high,E
low,medium,low,M
low,medium,medium,E
low,low,high,E
low,low,low,T
low,low,high,T
low,low,high,T
low,medium,low,T
low,low,medium,T
low,low,low,M
low,low,medium,E
low,low,low,E
low,high,medium,T
low,low,medium,M
low,medium,medium,T
low,medium,high,T
low,medium,medium,E
low,low,low,T
low,low,high,M
low,low,medium,E10+
low,low,medium,E
low,low,low,T
low,medium,low,T
low,low,low,T
low,low,low,M
low,low,low,T
low,high,high,E
low,low,low,M
low,high,medium,E
low,low,low,E10+
low,high,high,T
low,medium,medium,M
low,low,low,T
low,medium,medium,E
low,low,low,T
low,low,low,T
low,low,high,T
low,medium,medium,E10+
low,medium,high,E
low,low,low,E
low,medium,medium,M
low,high,medium,E
low,low,medium,M
low,medium,high,T
low,medium,medium,E
low,low,high,T
low,medium,medium,T
low,low,low,E
low,low,medium,E10+
low,low,low,E10+
low,low,medium,T
low,medium,high,T
low,low,low,T
low,low,low,M
low,medium,high,E10+
low,medium,low,E
low,low,low,M
low,low,low,T
low,high,medium,E
low,medium,medium,T
low,low,low,M
low,low,low,E
low,low,low,M
low,low,high,E
low,high,high,E10+
low,medium,medium,M
low,medium,medium,E
low,low,low,E10+
low,medium,high,T
low,medium,medium,M
low,low,low,T
low,high,high,E
low,low,low,M
low,medium,high,T
low,high,high,E
low,low,medium,T
low,medium,high,E
low,medium,high,E
low,medium,low,E
low,low,medium,E
low,medium,medium,T
low,high,high,E
low,low,low,E10+
low,medium,medium,T
low,high,high,E
low,medium,low,E
low,medium,low,M
low,low,low,E10+
low,medium,high,E
low,low,low,E10+
low,high,high,T
low,medium,medium,E10+
low,low,low,T
low,medium,low,M
low,medium,medium,E
low,medium,high,M
low,medium,low,E
low,low,low,T
low,low,medium,T
low,low,low,T
low,low,low,M
low,high,medium,M
low,low,low,M
low,medium,high,E10+
low,high,medium,E
low,medium,medium,E
low,low,medium,E10+
low,high,medium,T
low,medium,low,T
low,medium,high,T
low,low,low,E
low,low,low,E
low,low,low,T
low,high,high,E
low,high,high,M
low,medium,low,E
low,low,low,T
low,low,low,T
low,high,high,E
low,medium,high,M
low,high,low,E10+
low,low,low,T
low,medium,high,E
low,medium,medium,T
low,medium,medium,T
low,medium,medium,E
low,low,low,T
low,low,medium,E
low,low,low,E10+
low,high,medium,T
low,low,low,M
low,low,high,E
low,medium,low,E
low,medium,high,E10+
low,high,high,E10+
low,high,medium,E10+
low,low,low,T
low,low,low,M
low,medium,medium,E
low,high,high,E
low,medium,medium,E
low,low,high,T
low,medium,medium,E
low,high,high,M
low,high,medium,T
low,high,medium,E
low,medium,medium,E
low,medium,medium,E
low,low,low,E
low,low,medium,T
low,low,medium,T
low,medium,medium,T
low,medium,medium,E10+
low,high,medium,E
low,medium,high,M
low,low,high,E
low,low,medium,T
low,medium,low,T
low,low,medium,E10+
low,high,low,E
low,high,high,E
low,low,low,T
low,high,high,T
low,low,low,M
low,low,low,T
low,low,low,E10+
low,low,low,E
low,low,medium,E
low,low,low,E
low,medium,high,E
low,low,low,E
low,medium,medium,T
low,low,low,E
low,medium,high,T
low,low,low,E
low,low,low,E
low,medium,high,T
low,low,medium,T
low,low,low,E
low,low,low,M
low,low,low,T
low,low,low,T
low,medium,low,E
low,low,medium,T
low,medium,high,E
low,low,low,T
low,high,high,T
low,low,high,T
low,low,low,E10+
low,high,low,E
low,medium,high,E10+
low,high,high,T
low,medium,medium,T
low,medium,medium,E10+
low,low,low,T
low,medium,medium,T
low,medium,high,T
low,low,medium,E
low,low,low,M
low,high,high,E10+
low,medium,high,E
low,medium,medium,T
low,high,high,T
low,low,medium,E
low,medium,high,M
low,low,low,T
low,low,low,M
low,medium,low,E
low,low,high,E
low,low,low,E10+
low,medium,medium,M
low,high,high,T
low,low,low,T
low,medium,medium,E
low,medium,high,E
low,medium,medium,T
low,low,low,E
low,low,high,T
low,medium,medium,M
low,low,low,M
low,low,low,E
low,low,low,E10+
low,low,medium,T
low,low,low,M
low,medium,high,E10+
low,low,low,E
low,low,low,E
low,medium,high,T
low,low,low,T
low,medium,low,E10+
low,low,low,E
low,high,medium,M
low,medium,low,T
low,medium,high,T
low,medium,medium,T
low,medium,medium,T
low,high,medium,T
low,low,low,E
low,medium,high,T
low,low,low,E
low,low,high,T
low,medium,low,T
low,medium,medium,E
low,low,low,T
low,medium,high,E
low,low,low,M
low,high,low,M
low,low,low,E10+
low,low,medium,T
low,low,high,E10+
low,low,low,T
low,medium,high,M
low,medium,high,T
low,high,medium,E
low,low,low,E10+
low,low,medium,T
low,medium,medium,T
low,high,medium,T
low,medium,medium,E
low,medium,high,E10+
low,low,high,T
low,medium,low,E
low,low,low,E
low,low,medium,E10+
low,medium,medium,T
low,medium,medium,T
low,medium,low,T
low,medium,medium,E
low,medium,low,E
low,low,high,M
low,low,low,E
low,low,low,E10+
low,low,medium,M
low,low,medium,T
low,medium,high,T
low,medium,low,T
low,medium,high,T
low,high,high,E
low,low,low,M
low,low,low,E10+
low,medium,high,E10+
low,low,high,M
low,medium,high,M
low,medium,high,E10+
low,medium,low,T
low,medium,medium,M
low,medium,high,E
low,medium,medium,T
low,low,low,E
low,medium,high,E
low,low,low,T
low,high,high,E10+
low,medium,high,T
low,high,medium,M
low,medium,high,E
low,medium,high,T
low,low,low,M
low,low,low,E
low,low,medium,T
low,low,high,T
low,medium,medium,E
low,low,high,E
low,medium,low,E
low,low,medium,T
low,medium,medium,E
low,low,medium,E
low,medium,medium,E
low,low,medium,E
low,low,low,E
low,medium,low,E10+
low,medium,medium,E
low,low,low,E10+
low,low,low,E
low,low,medium,T
low,low,low,E
low,high,high,M
low,low,low,E
low,low,low,E10+
low,high,high,M
low,high,medium,T
low,low,low,E
low,low,high,E
low,medium,medium,T
low,medium,medium,T
low,low,medium,E
low,high,medium,E10+
low,low,low,E10+
low,medium,medium,T
low,low,low,E10+
low,medium,medium,E
low,high,high,E
low,high,medium,E
low,low,low,T
low,medium,high,E
low,low,medium,E
low,low,high,E
low,low,low,E
low,high,high,T
low,medium,medium,E
low,low,medium,T
low,medium,medium,T
low,high,high,T
low,low,high,T
low,low,low,E10+
low,high,high,E10+
low,low,high,T
low,medium,high,T
low,low,low,E
low,medium,low,T
low,high,medium,E10+
low,high,medium,M
low,low,medium,E
low,low,low,E
low,high,high,E
low,low,high,T
low,low,low,M
low,high,low,M
low,medium,high,E
low,medium,low,T
low,medium,medium,E10+
low,medium,medium,M
low,low,low,T
low,low,low,E
low,medium,high,E
low,low,low,E
low,low,low,E
low,low,medium,T
low,medium,medium,E10+
low,low,medium,T
low,medium,low,T
low,low,low,M
low,low,medium,E10+
low,low,low,E10+
low,low,low,T
low,low,medium,M
low,low,high,T
low,medium,high,T
low,low,low,E
low,low,low,T
low,low,medium,T
low,low,medium,E
low,medium,high,M
low,low,low,E
low,medium,medium,E10+
low,medium,low,T
low,low,low,E10+
low,low,medium,T
low,low,low,M
low,low,low,E
low,low,low,E
low,low,medium,E10+
low,low,high,E
low,low,low,E
low,low,medium,T
low,medium,medium,T
low,high,high,T
low,high,high,E10+
low,low,high,E
low,high,high,T
low,low,high,M
low,low,medium,E
low,low,low,E10+
low,low,medium,T
low,low,low,T
low,low,medium,E10+
low,low,low,T
low,low,medium,M
low,low,low,E
low,low,low,E10+
low,low,low,E10+
low,low,low,E
low,low,low,M
low,low,low,T
low,medium,medium,T
low,low,low,M
low,low,low,M
low,low,low,M
low,low,medium,M
low,low,medium,E10+
low,medium,low,T
low,high,high,M
low,low,low,T
low,low,low,M
low,medium,medium,T
low,low,low,E10+
low,medium,medium,T
low,medium,high,T
low,medium,low,M
low,low,low,E10+
low,low,high,T
low,high,high,T
low,medium,medium,E
low,low,low,E
low,low,medium,M
low,medium,low,T
low,low,medium,T
low,medium,high,M
low,high,high,T
low,high,medium,M
low,low,low,M
low,medium,high,M
low,high,high,E10+
low,low,low,T
low,low,low,T
low,low,low,M
low,low,low,M
low,low,low,E10+
low,medium,medium,E10+
low,low,high,E
low,low,medium,T
low,medium,medium,E
low,low,low,E
low,low,low,E
low,medium,high,T
low,low,medium,T
low,low,low,E10+
low,low,low,M
low,low,high,E
low,low,low,M
low,low,medium,T
low,low,low,T
low,high,medium,T
low,low,low,T
low,low,low,M
low,low,medium,E
low,low,high,E
low,low,high,E
low,low,low,E
low,low,low,E
low,medium,medium,M
low,medium,medium,E10+
low,low,low,E
low,medium,medium,T
low,low,low,E
low,medium,low,M
low,medium,low,E10+
low,high,high,E10+
low,medium,medium,E
low,low,low,T
low,medium,high,M
low,high,medium,M
low,low,medium,E
low,low,medium,T
low,medium,low,T
low,high,high,E
low,high,low,E
low,medium,high,E10+
low,high,high,T
low,medium,high,E
low,high,high,E
low,low,low,M
low,low,low,E
low,low,low,T
low,medium,medium,E10+
low,medium,medium,E
low,medium,high,E10+
low,medium,medium,T
low,low,medium,T
low,medium,low,E
low,low,low,E10+
low,low,low,T
low,medium,low,T
low,high,high,E
low,low,medium,T
low,low,medium,T
low,low,low,M
low,high,high,T
low,medium,medium,E10+
low,low,low,E
low,medium,low,M
low,low,low,T
low,high,high,E
low,low,high,E
low,high,high,E
low,low,low,E
low,high,high,M
